Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-1855204,"Synthesis of IP3 and IP4 in the cytosol",1,39,0,0,0.0024283935242839353,0.1005616183011937,0.5370586068337619,1,12,7.715057220007715E-4,9606,Homo sapiens,"PLD3","",,,"R-HSA-1855214"
R-HSA-9638630,"Attachment of bacteria to epithelial cells",1,32,0,9,0.00199252801992528,0.10300455386489249,0.5370586068337619,2,7,4.5004500450045E-4,9606,Homo sapiens,"FN1","",,,"R-HSA-9932034;R-HSA-9638552"
R-HSA-913531,"Interferon Signaling",10,404,6,2076,0.02515566625155666,0.10356437346192038,0.5370586068337619,9,125,0.008036517937508036,9606,Homo sapiens,"HLA-DRB5;HLA-B;HLA-A;HLA-DQA1;HLA-DQB1","ENSG00000206503;P04439;ENSG00000179344;P01889;ENSG00000234745;P01920;ENSG00000198502;P01909;ENSG00000196735;Q30154",CD74;ACTG1;APOE;GAPDH;HLA-A;HLA-B,P02795;P37840;P10636-8;P61769;Q14974,"R-HSA-9836404;R-HSA-909721;R-HSA-913529;R-HSA-9836435;R-HSA-9710963;R-HSA-1015702;R-HSA-1031716;R-HSA-1015699;R-HSA-1031713"
R-HSA-354194,"GRB2:SOS provides linkage to MAPK signaling for Integrins ",1,20,0,22,0.0012453300124533001,0.10787083298414624,0.5370586068337619,2,2,1.2858428700012858E-4,9606,Homo sapiens,"FN1","",,,"R-HSA-354165;R-HSA-354087"
R-HSA-9013422,"RHOBTB1 GTPase cycle",1,24,0,20,0.0014943960149439602,0.10787083298414624,0.5370586068337619,1,2,1.2858428700012858E-4,9606,Homo sapiens,"VIM","",,,"R-HSA-9018778"
R-HSA-77387,"Insulin receptor recycling",1,34,0,16,0.0021170610211706103,0.11271110403440898,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"CTSD","",,,"R-HSA-74730"
R-HSA-2129379,"Molecules associated with elastic fibres",1,37,0,8,0.002303860523038605,0.11271110403440898,0.5370586068337619,1,10,6.429214350006429E-4,9606,Homo sapiens,"FN1","",,,"R-HSA-2537665"
R-HSA-5663220,"RHO GTPases Activate Formins",2,149,1,74,0.009277708592777085,0.11511940722620484,0.5370586068337619,9,27,0.001735887874501736,9606,Homo sapiens,"ACTG1","P63261;P60709",FN1,P05556,"R-HSA-5665751;R-HSA-5665767;R-HSA-5666049;R-HSA-5665809;R-HSA-5666001;R-HSA-5665982;R-HSA-5665802;R-HSA-5665659;R-HSA-203070"
R-HSA-8964011,"HDL clearance",0,9,1,38,5.60398505603985E-4,0.11752550392208583,0.5370586068337619,2,5,3.2146071750032145E-4,9606,Homo sapiens,"","",APOE,Q8WTV0-2,"R-HSA-349637;R-HSA-349638"
R-HSA-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",0,9,1,38,5.60398505603985E-4,0.11752550392208583,0.5370586068337619,1,9,5.786292915005787E-4,9606,Homo sapiens,"","",HLA-A,P07225,"R-HSA-159729"
R-HSA-3000471,"Scavenging by Class B Receptors",0,21,1,27,0.001307596513075965,0.12231416884395652,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",APOE,Q8WTV0-2,"R-HSA-2197646"
R-HSA-8964026,"Chylomicron clearance",1,9,1,44,5.60398505603985E-4,0.1294492093597327,0.5370586068337619,4,4,2.5716857400025716E-4,9606,Homo sapiens,"APOE","P02649",APOE,P01130,"R-HSA-174706;R-HSA-174624;R-HSA-174657;R-HSA-174808"
R-HSA-388844,"Receptor-type tyrosine-protein phosphatases",0,20,1,33,0.0012453300124533001,0.1294492093597327,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",HLA-A,Q16288,"R-HSA-6798257"
R-HSA-917937,"Iron uptake and transport",3,83,0,393,0.005168119551681195,0.1303390115705485,0.5370586068337619,3,33,0.0021216407355021216,9606,Homo sapiens,"FTH1;HMOX1","",,,"R-HSA-5690886;R-HSA-189398;R-HSA-1562626"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",0,19,1,37,0.0011830635118306352,0.13181483505086078,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",ACTG1,P23528,"R-HSA-399950"
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2,41,2,211,0.002552926525529265,0.13310194009158716,0.5370586068337619,13,16,0.0010286742960010286,9606,Homo sapiens,"HLA-B;HLA-A","P04439;P01889",HLA-A;HLA-B,O15533;P61769,"R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-983145;R-HSA-983142;R-HSA-983427;R-HSA-983426;R-HSA-983138;R-HSA-983425;R-HSA-983424;R-HSA-983422;R-HSA-983421;R-HSA-983161"
R-HSA-390522,"Striated Muscle Contraction",1,40,0,13,0.0024906600249066002,0.13417412810354945,0.5370586068337619,4,4,2.5716857400025716E-4,9606,Homo sapiens,"VIM","",,,"R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595"
R-HSA-9818035,"NFE2L2 regulating ER-stress associated genes",0,6,1,49,3.7359900373599005E-4,0.13417412810354945,0.5370586068337619,1,2,1.2858428700012858E-4,9606,Homo sapiens,"","",APOE,P18848,"R-HSA-9796061"
R-HSA-159740,"Gamma-carboxylation of protein precursors",0,15,1,39,9.339975093399751E-4,0.13417412810354945,0.5370586068337619,1,9,5.786292915005787E-4,9606,Homo sapiens,"","",HLA-A,P07225,"R-HSA-159752"
R-HSA-202403,"TCR signaling",3,122,1,390,0.007596513075965131,0.13647072318528908,0.5370586068337619,14,52,0.0033431914620033433,9606,Homo sapiens,"HLA-DRB5;HLA-DQA1;HLA-DQB1","P01920;P01909;Q30154",ARPC1B,P42768,"R-HSA-202307;R-HSA-430180;R-HSA-202214;R-HSA-202245;R-HSA-202248;R-HSA-202216;R-HSA-202344;R-HSA-8852200;R-HSA-202291;R-HSA-8855381;R-HSA-202165;R-HSA-202233;R-HSA-202168;R-HSA-202174"
R-HSA-9931953,"Biofilm formation",1,45,0,10,0.002801992528019925,0.13652710521371392,0.5370586068337619,2,11,7.072135785007072E-4,9606,Homo sapiens,"FN1","",,,"R-HSA-9932034;R-HSA-9638552"
R-HSA-9637628,"Modulation by Mtb of host immune system",0,11,2,47,6.849315068493151E-4,0.14121417817354598,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",HLA-A;HLA-B,P61769,"R-HSA-9637635"
R-HSA-5661231,"Metallothioneins bind metals",0,16,1,43,9.9626400996264E-4,0.14354830719879041,0.5370586068337619,3,27,0.001735887874501736,9606,Homo sapiens,"","",APOE,P02795,"R-HSA-5662598;R-HSA-5662608;R-HSA-5662986"
R-HSA-1280215,"Cytokine Signaling in Immune system",19,1095,12,4847,0.06818181818181818,0.14415960727392596,0.5370586068337619,29,791,0.050855085508550855,9606,Homo sapiens,"IL32;HLA-DRB5;CCL5;HLA-B;FN1;HMOX1;HLA-A;VIM;HLA-DQA1;HLA-DQB1","P24001;ENSG00000100292;P04439;ENSG00000179344;P13501;ENSG00000026025;ENSG00000198502;ENSG00000115414;P01909;ENSG00000196735;ENSG00000206503;P08670;P01889;ENSG00000234745;P01920;ENSG00000271503;P09601;P02751;Q30154",CD74;IL32;ACTG1;VIM;VIM;PLD3;APOE;GAPDH;HLA-A;HLA-B;HMOX1;FN1,P26441;P00441;P02795;P61769;Q14974;Q16623;P06241;Q53EL6;P10636-8;P24158;P63104;Q8TBC4;Q9Y6K9;P17612;P19838;P23528;P37840;Q9UBD9;Q9UHD2,"R-HSA-6785895;R-HSA-9836435;R-HSA-6784160;R-HSA-448591;R-HSA-8950721;R-HSA-9680348;R-HSA-6783670;R-HSA-909721;R-HSA-5609665;R-HSA-9757954;R-HSA-9605259;R-HSA-1015702;R-HSA-449117;R-HSA-1015699;R-HSA-9836404;R-HSA-9008684;R-HSA-913451;R-HSA-9710963;R-HSA-1031716;R-HSA-1031713;R-HSA-6797268;R-HSA-913529;R-HSA-451634;R-HSA-912757;R-HSA-5607725;R-HSA-8950771;R-HSA-8950581;R-HSA-5696491;R-HSA-6790041"
R-HSA-9694719,"Maturation of protein 3a",0,15,2,45,9.339975093399751E-4,0.148197832956096,0.5370586068337619,4,7,4.5004500450045E-4,9606,Homo sapiens,"","",HLA-A;HMOX1,P0DTC3,"R-HSA-9694662;R-HSA-9694438;R-HSA-9694392;R-HSA-9694718"
R-HSA-9603505,"NTRK3 as a dependence receptor",0,3,1,57,1.8679950186799502E-4,0.148197832956096,0.5370586068337619,2,4,2.5716857400025716E-4,9606,Homo sapiens,"","",HLA-A,Q16288,"R-HSA-9603534;R-HSA-9603548"
R-HSA-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",0,10,1,51,6.226650062266501E-4,0.1505132626059934,0.5370586068337619,1,9,5.786292915005787E-4,9606,Homo sapiens,"","",HLA-A,P07225,"R-HSA-159773"
R-HSA-1445148,"Translocation of SLC2A4 (GLUT4) to the plasma membrane",2,81,0,183,0.005043586550435865,0.1507349567865225,0.5370586068337619,2,15,9.643821525009644E-4,9606,Homo sapiens,"ACTG1","",,,"R-HSA-2316352;R-HSA-2316349"
R-HSA-446353,"Cell-extracellular matrix interactions",2,19,3,246,0.0011830635118306352,0.15261816685016683,0.5370586068337619,5,10,6.429214350006429E-4,9606,Homo sapiens,"ACTG1","P63261;P60709",ACTG1;FN1;HLA-A,P05556;P49023;Q13418;P50552,"R-HSA-446391;R-HSA-446322;R-HSA-432897;R-HSA-446364;R-HSA-430347"
R-HSA-5684264,"MAP3K8 (TPL2)-dependent MAPK1/3 activation",0,18,1,52,0.00112079701120797,0.15512553742255397,0.5370586068337619,1,8,5.143371480005143E-4,9606,Homo sapiens,"","",PLD3,P19838,"R-HSA-451634"
R-HSA-3249367,"STAT6-mediated induction of chemokines",0,5,1,62,3.1133250311332503E-4,0.15971314173101836,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-3249378"
R-HSA-5676934,"Protein repair",0,19,1,46,0.0011830635118306352,0.16199773308694532,0.5370586068337619,2,7,4.5004500450045E-4,9606,Homo sapiens,"","",GAPDH,P10599,"R-HSA-5676917;R-HSA-5676940"
R-HSA-189483,"Heme degradation",1,40,0,30,0.0024906600249066002,0.16199773308694532,0.5370586068337619,1,22,0.0014144271570014145,9606,Homo sapiens,"HMOX1","",,,"R-HSA-189398"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",2,168,2,102,0.01046077210460772,0.164970214652578,0.5370586068337619,7,33,0.0021216407355021216,9606,Homo sapiens,"FTH1;APOE","P02649;P02794",FN1;APOE,Q07954;Q9NY15;Q8WTV0-2,"R-HSA-2168897;R-HSA-2187266;R-HSA-2173778;R-HSA-2507854;R-HSA-2197770;R-HSA-2299677;R-HSA-2197646"
R-HSA-75035,"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex",0,17,1,61,0.0010585305105853052,0.16654857511759003,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-75028"
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0,16,1,52,9.9626400996264E-4,0.16654857511759003,0.5370586068337619,3,27,0.001735887874501736,9606,Homo sapiens,"","",HLA-A,P07225,"R-HSA-159729;R-HSA-159752;R-HSA-159773"
R-HSA-2022377,"Metabolism of Angiotensinogen to Angiotensins",1,27,0,41,0.0016811955168119551,0.16654857511759003,0.5370586068337619,2,22,0.0014144271570014145,9606,Homo sapiens,"CTSD","",,,"R-HSA-2022412;R-HSA-2022403"
R-HSA-1566977,"Fibronectin matrix formation",1,21,1,53,0.001307596513075965,0.17332922794759098,0.5370586068337619,4,4,2.5716857400025716E-4,9606,Homo sapiens,"FN1","P02751",FN1,P02751,"R-HSA-202723;R-HSA-2327746;R-HSA-2327733;R-HSA-2545196"
R-HSA-171306,"Packaging Of Telomere Ends",0,33,1,42,0.002054794520547945,0.17332922794759098,0.5370586068337619,2,2,1.2858428700012858E-4,9606,Homo sapiens,"","",HMOX1,Q9NUX5,"R-HSA-181450;R-HSA-176700"
R-HSA-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",2,127,0,157,0.007907845579078455,0.1745908507337971,0.5370586068337619,1,14,9.000900090009E-4,9606,Homo sapiens,"FN1;APOE","",,,"R-HSA-8952289"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",0,17,1,61,0.0010585305105853052,0.17557734693746596,0.5370586068337619,2,14,9.000900090009E-4,9606,Homo sapiens,"","",APOE,P26441;Q9UBD9,"R-HSA-6783670;R-HSA-5696491"
R-HSA-8856828,"Clathrin-mediated endocytosis",2,161,0,148,0.010024906600249066,0.17943573359394405,0.5370586068337619,11,35,0.0022502250225022503,9606,Homo sapiens,"ACTG1","",,,"R-HSA-8868230;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8868236;R-HSA-8868651;R-HSA-8871194;R-HSA-8871193;R-HSA-8868648"
R-HSA-5660526,"Response to metal ions",0,21,1,54,0.001307596513075965,0.180055532644256,0.5370586068337619,3,31,0.001993056448501993,9606,Homo sapiens,"","",APOE,P02795,"R-HSA-5662598;R-HSA-5662608;R-HSA-5662986"
R-HSA-176187,"Activation of ATR in response to replication stress",0,39,1,39,0.0024283935242839353,0.18228563110203078,0.5370586068337619,3,9,5.786292915005787E-4,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-75010;R-HSA-69604;R-HSA-176116"
R-HSA-399956,"CRMPs in Sema3A signaling",0,18,1,58,0.00112079701120797,0.18672791826949098,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",GAPDH,P49841,"R-HSA-399951"
R-HSA-8963888,"Chylomicron assembly",1,14,0,67,8.717310087173101E-4,0.1911464306850018,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"APOE","",,,"R-HSA-174660"
R-HSA-1606341,"IRF3 mediated activation of type 1 IFN",0,7,1,73,4.3586550435865506E-4,0.1911464306850018,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-1606324"
R-HSA-70263,"Gluconeogenesis",1,56,0,24,0.0034869240348692405,0.1911464306850018,0.5370586068337619,1,17,0.001092966439501093,9606,Homo sapiens,"GAPDH","",,,"R-HSA-70482"
R-HSA-5632987,"Defective Mismatch Repair Associated With PMS2",0,2,1,79,1.2453300124533E-4,0.19554129367134765,0.5370586068337619,1,1,6.429214350006429E-5,9606,Homo sapiens,"","",ACTG1,P40692,"R-HSA-5632958"
R-HSA-70921,"Histidine catabolism",0,30,1,50,0.0018679950186799503,0.19554129367134765,0.5370586068337619,1,8,5.143371480005143E-4,9606,Homo sapiens,"","",FTH1,P42357,"R-HSA-70899"
R-HSA-9707564,"Cytoprotection by HMOX1",2,91,0,214,0.005666251556662515,0.1970418577698798,0.5370586068337619,7,22,0.0014144271570014145,9606,Homo sapiens,"HMOX1","",,,"R-HSA-1250272;R-HSA-189398;R-HSA-9707645;R-HSA-9708558;R-HSA-9709918;R-HSA-9708536;R-HSA-9708457"
R-HSA-9934037,"Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF)",1,25,0,77,0.001556662515566625,0.2020895180147262,0.5370586068337619,2,2,1.2858428700012858E-4,9606,Homo sapiens,"ACTG1","",,,"R-HSA-9934023;R-HSA-9934021"
R-HSA-1566948,"Elastic fibre formation",1,45,0,45,0.002801992528019925,0.2020895180147262,0.5370586068337619,1,17,0.001092966439501093,9606,Homo sapiens,"FN1","",,,"R-HSA-2537665"
R-HSA-203641,"NOSTRIN mediated eNOS trafficking",0,10,1,75,6.226650062266501E-4,0.20426056939846837,0.5370586068337619,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",ARPC1B,O00401,"R-HSA-203565"
R-HSA-194315,"Signaling by Rho GTPases",6,708,4,877,0.044084682440846824,0.21249302616470145,0.5370586068337619,24,203,0.013051305130513051,9606,Homo sapiens,"IL32;ARPC1B;VIM;ACTG1","P24001;P63261;P60709;P08670;O15143;Q6S8J3",ACTG1;VIM;FN1;CD68,P05556;Q15058;Q16512;P23528,"R-HSA-5625717;R-HSA-5665751;R-HSA-2029466;R-HSA-5671763;R-HSA-442592;R-HSA-5665809;R-HSA-5666001;R-HSA-5665982;R-HSA-9018787;R-HSA-5665659;R-HSA-5671737;R-HSA-9018808;R-HSA-5665767;R-HSA-9018778;R-HSA-5671749;R-HSA-5671970;R-HSA-9693125;R-HSA-5666049;R-HSA-2197690;R-HSA-3928608;R-HSA-5665802;R-HSA-203070;R-HSA-5626507;R-HSA-2029473"
R-HSA-1236974,"ER-Phagosome pathway",2,98,1,229,0.0061021170610211705,0.21286949699929336,0.5370586068337619,6,11,7.072135785007072E-4,9606,Homo sapiens,"HLA-B;HLA-A","P04439;P01889",HLA-A,O15533,"R-HSA-8863973;R-HSA-8951595;R-HSA-8863858;R-HSA-1236965;R-HSA-1236971;R-HSA-8863914"
R-HSA-9845323,"Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)",1,68,0,23,0.004234122042341221,0.21288673508283207,0.5370586068337619,2,2,1.2858428700012858E-4,9606,Homo sapiens,"ACTG1","",,,"R-HSA-9845308;R-HSA-9727450"
R-HSA-5696394,"DNA Damage Recognition in GG-NER",1,40,0,53,0.0024906600249066002,0.21288673508283207,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"ACTG1","",,,"R-HSA-5691006"
R-HSA-8963901,"Chylomicron remodeling",1,17,1,74,0.0010585305105853052,0.21502884305485703,0.5370586068337619,3,3,1.9287643050019287E-4,9606,Homo sapiens,"APOE","P02649",APOE,P02655;P02649,"R-HSA-174690;R-HSA-174739;R-HSA-174757"
R-HSA-8939245,"RUNX1 regulates transcription of genes involved in BCR signaling",0,7,1,83,4.3586550435865506E-4,0.21502884305485703,0.5370586068337619,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",VIM,P51451,"R-HSA-8938987"
R-HSA-3270619,"IRF3-mediated induction of type I IFN",0,19,1,74,0.0011830635118306352,0.217165208113562,0.5370586068337619,1,5,3.2146071750032145E-4,9606,Homo sapiens,"","",GAPDH,Q9UHD2,"R-HSA-1834939"
R-HSA-1442490,"Collagen degradation",1,69,1,30,0.004296388542963886,0.21929584542281721,0.5370586068337619,2,34,0.002185932879002186,9606,Homo sapiens,"CTSD","P07339",APOE,P09238,"R-HSA-2471621;R-HSA-2485111"
R-HSA-5673001,"RAF/MAP kinase cascade",3,309,0,324,0.019240348692403486,0.2194582379217429,0.5370586068337619,8,75,0.004821910762504822,9606,Homo sapiens,"FN1;ACTG1","",,,"R-HSA-9657603;R-HSA-5672980;R-HSA-5672978;R-HSA-9657606;R-HSA-5672972;R-HSA-9657608;R-HSA-5672973;R-HSA-9657599"
R-HSA-442380,"Zinc influx into cells by the SLC39 gene family",0,11,2,85,6.849315068493151E-4,0.22353999725148888,0.5370586068337619,2,6,3.8575286100038574E-4,9606,Homo sapiens,"","",HLA-A;HLA-B,Q9ULF5;Q6ZMH5,"R-HSA-442405;R-HSA-442345"
R-HSA-9854311,"Maturation of TCA enzymes and regulation of TCA cycle",0,47,1,53,0.0029265255292652555,0.22353999725148888,0.5370586068337619,2,10,6.429214350006429E-4,9606,Homo sapiens,"","",HLA-B,P31040,"R-HSA-9854672;R-HSA-9854961"
R-HSA-8941333,"RUNX2 regulates genes involved in differentiation of myeloid cells",0,6,1,89,3.7359900373599005E-4,0.225653541901924,0.5370586068337619,1,2,1.2858428700012858E-4,9606,Homo sapiens,"","",FN1,P17931,"R-HSA-8938382"
R-HSA-168249,"Innate Immune System",13,1334,11,2822,0.08306351183063512,0.22727140944332325,0.5370586068337619,60,744,0.047833354764047833,9606,Homo sapiens,"CFD;FTH1;ARPC1B;PCBP2;HLA-B;HMOX1;CD68;CTSD;PLD3;ACTG1;C1QC","P07339;P60709;O15143;P34810;Q8IV08;P63261;P01889;P00746;P02747;Q96BZ4;P09601;Q15366;P02794",IL32;ACTG1;VIM;CCL5;IL32;IL32;PLD3;HLA-A;APOE;GAPDH;HMOX1,P08603;Q9NZC2;P07225;P24158;Q8TBC4;Q9Y6K9;Q04206;P19838;Q9HC29;P23528;Q05655;Q9BQ95;P10599;Q9P296;P02748;P35222;Q9UHD2,"R-HSA-2029471;R-HSA-2029466;R-HSA-8852481;R-HSA-166792;R-HSA-3134883;R-HSA-976768;R-HSA-9676160;R-HSA-9709831;R-HSA-5609665;R-HSA-9757954;R-HSA-3134904;R-HSA-3134901;R-HSA-2197690;R-HSA-173725;R-HSA-1834939;R-HSA-2530445;R-HSA-1606324;R-HSA-8852266;R-HSA-981665;R-HSA-990526;R-HSA-9823910;R-HSA-173745;R-HSA-451634;R-HSA-173626;R-HSA-2029476;R-HSA-173631;R-HSA-2029473;R-HSA-964811;R-HSA-622415;R-HSA-1861595;R-HSA-399950;R-HSA-1250264;R-HSA-990528;R-HSA-183122;R-HSA-3249378;R-HSA-6800434;R-HSA-1006169;R-HSA-166869;R-HSA-2530429;R-HSA-168412;R-HSA-1250253;R-HSA-5660980;R-HSA-166753;R-HSA-5607734;R-HSA-442592;R-HSA-976743;R-HSA-3134914;R-HSA-6798743;R-HSA-6801687;R-HSA-9828196;R-HSA-9021306;R-HSA-1250272;R-HSA-6798739;R-HSA-5607725;R-HSA-210298;R-HSA-6798749;R-HSA-1250280;R-HSA-6798748;R-HSA-6798745;R-HSA-210300"
R-HSA-69601,"Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A",0,46,1,53,0.00286425902864259,0.22776141906518343,0.5370586068337619,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-69604"
R-HSA-69613,"p53-Independent G1/S DNA Damage Checkpoint",0,46,1,53,0.00286425902864259,0.22776141906518343,0.5370586068337619,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",HLA-DRB5,O14757,"R-HSA-69604"
R-HSA-1474228,"Degradation of the extracellular matrix",2,148,3,206,0.00921544209215442,0.22782113689730799,0.5370586068337619,19,105,0.0067506750675067504,9606,Homo sapiens,"FN1;CTSD","P07339;P02751",CD74;FN1;APOE,P08254;P08253;P09238;P16070;P07585,"R-HSA-2471621;R-HSA-8940554;R-HSA-1602458;R-HSA-3828025;R-HSA-1604731;R-HSA-3788061;R-HSA-1604350;R-HSA-1604368;R-HSA-1592371;R-HSA-3785684;R-HSA-1592278;R-HSA-2534248;R-HSA-1604360;R-HSA-1454791;R-HSA-1566981;R-HSA-2485111;R-HSA-2533950;R-HSA-2533944;R-HSA-1604359"
R-HSA-390450,"Folding of actin by CCT/TriC",1,13,1,84,8.094645080946451E-4,0.22986364370901857,0.5370586068337619,2,2,1.2858428700012858E-4,9606,Homo sapiens,"ACTG1","P60709",ACTG1,P60709,"R-HSA-390453;R-HSA-390459"
R-HSA-173623,"Classical antibody-mediated complement activation",1,97,0,0,0.006039850560398506,0.2319602307622639,0.5370586068337619,2,2,1.2858428700012858E-4,9606,Homo sapiens,"C1QC","",,,"R-HSA-173626;R-HSA-173631"
R-HSA-9827857,"Specification of primordial germ cells",0,22,1,75,0.0013698630136986301,0.2319602307622639,0.5370586068337619,1,19,0.0012215507265012214,9606,Homo sapiens,"","",CD74,P61073,"R-HSA-9828028"
R-HSA-9762114,"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2",0,44,1,54,0.0027397260273972603,0.23405119511492456,0.5370586068337619,1,4,2.5716857400025716E-4,9606,Homo sapiens,"","",GAPDH,P49841,"R-HSA-9762094"
R-HSA-1236975,"Antigen processing-Cross presentation",2,120,1,230,0.007471980074719801,0.23582878202278246,0.5370586068337619,9,25,0.0016073035875016073,9606,Homo sapiens,"HLA-B;HLA-A","P04439;P01889",HLA-A,O15533,"R-HSA-8863973;R-HSA-8951595;R-HSA-8863858;R-HSA-1236964;R-HSA-1236965;R-HSA-1236954;R-HSA-1236971;R-HSA-1236943;R-HSA-8863914"
R-HSA-9013423,"RAC3 GTPase cycle",1,100,0,0,0.0062266500622665,0.23821631508504315,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"IL32","",,,"R-HSA-9018808"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",6,724,4,926,0.04508094645080946,0.23855559210449628,0.5370586068337619,24,212,0.01362993442201363,9606,Homo sapiens,"IL32;ARPC1B;VIM;ACTG1","P24001;P63261;P60709;P08670;O15143;Q6S8J3",ACTG1;VIM;FN1;CD68,P05556;Q15058;Q16512;P23528,"R-HSA-5625717;R-HSA-5665751;R-HSA-2029466;R-HSA-5671763;R-HSA-442592;R-HSA-5665809;R-HSA-5666001;R-HSA-5665982;R-HSA-9018787;R-HSA-5665659;R-HSA-5671737;R-HSA-9018808;R-HSA-5665767;R-HSA-9018778;R-HSA-5671749;R-HSA-5671970;R-HSA-9693125;R-HSA-5666049;R-HSA-2197690;R-HSA-3928608;R-HSA-5665802;R-HSA-203070;R-HSA-5626507;R-HSA-2029473"
R-HSA-8964038,"LDL clearance",0,28,1,79,0.0017434620174346202,0.24029050028928756,0.5370586068337619,4,20,0.0012858428700012858,9606,Homo sapiens,"","",APOE,P01130,"R-HSA-171122;R-HSA-171106;R-HSA-6784734;R-HSA-171087"
R-HSA-5423599,"Diseases of Mismatch Repair (MMR)",0,5,1,101,3.1133250311332503E-4,0.24029050028928756,0.5370586068337619,1,6,3.8575286100038574E-4,9606,Homo sapiens,"","",ACTG1,P40692,"R-HSA-5632958"
R-HSA-3065679,"SUMO is proteolytically processed",0,6,1,99,3.7359900373599005E-4,0.24442219481481042,0.5370586068337619,1,3,1.9287643050019287E-4,9606,Homo sapiens,"","",VIM,P61956,"R-HSA-2990842"
R-HSA-171286,"Synthesis and processing of ENV and VPU",0,4,1,99,2.4906600249066E-4,0.24442219481481042,0.5370586068337619,3,10,6.429214350006429E-4,9606,Homo sapiens,"","",CTSD,P04578,"R-HSA-171291;R-HSA-174494;R-HSA-174493"
R-HSA-5627117,"RHO GTPases Activate ROCKs",0,24,1,80,0.0014943960149439602,0.24442219481481042,0.5370586068337619,1,7,4.5004500450045E-4,9606,Homo sapiens,"","",ACTG1,P23528,"R-HSA-3928608"
